id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8729771,Private Studio Apartment in Harlem,2101644,Tom,Manhattan,Harlem,40.82248,-73.94891,Entire home/apt,130,1,289,2019-06-19,6.46,1,217
18942038,Lovely and quiet studio in Bushwick,12155032,Clemence,Brooklyn,Bushwick,40.69412,-73.91039,Entire home/apt,150,3,6,2018-07-05,0.27,1,0
14324811,Excellent Location! Sunny & Cozy!,4131257,Abeni,Brooklyn,Bedford-Stuyvesant,40.68489,-73.95203000000001,Private room,55,6,7,2019-01-07,0.54,1,179
5482031,Beautiful Spacious 2 Bedroom Apt,8817100,Ulysses,Manhattan,Washington Heights,40.8434,-73.94139,Entire home/apt,200,2,0,,,1,0
7920072,East Village - private room - chill,10353278,James,Manhattan,East Village,40.73243,-73.98692,Private room,96,2,114,2019-06-28,2.47,2,98
7956593,Brooklyn Beauty w/private garden!,5555793,Lindsay,Brooklyn,Carroll Gardens,40.67857,-73.99485,Entire home/apt,140,3,3,2015-10-12,0.06,2,0
24594717,"Large, Bright Midtown East 1 BR in Luxury building by Blueground",107434423,Blueground,Manhattan,Kips Bay,40.74112,-73.98009,Entire home/apt,271,30,0,,,232,326
6114161,Beautiful Apartment in SoHo,21327551,Liza,Manhattan,Nolita,40.72191,-73.99587,Private room,125,1,1,2015-05-19,0.02,1,0
7957339,Luxury Waterfront Building 1Bd/1Bth,32088026,Robert,Brooklyn,Sheepshead Bay,40.584790000000005,-73.9388,Entire home/apt,109,1,0,,,1,0
27706098,Williamsburg Studio- Steps Away from Lorimer L,3550181,Emily,Brooklyn,Williamsburg,40.71094,-73.95026,Entire home/apt,104,2,20,2019-06-06,2.0,1,0
21153619,3 Mins to Subway 30 minuets to WTC  Safe Area,35927005,Kathy,Manhattan,Lower East Side,40.71426,-73.98873,Private room,85,2,30,2019-06-08,1.43,10,344
1177971,Amazing View from Contemporary Loft,6444977,Chris,Manhattan,Midtown,40.74542,-73.98205,Shared room,80,1,66,2019-05-04,0.89,1,365
4144849,Cozy little studio in Chelsea,21501965,Yulia,Manhattan,Chelsea,40.74411,-74.00204000000001,Entire home/apt,115,3,33,2019-06-15,0.57,1,11
13093381,"West 23rd Street, Lux Chelsea Studio svcd apt",22541573,Ken,Manhattan,Chelsea,40.74651,-74.00563000000001,Entire home/apt,219,30,1,2017-08-11,0.04,87,340
3869398,private Greenpoint apt,2718526,Kory,Brooklyn,Greenpoint,40.73385,-73.95418000000001,Entire home/apt,75,1,42,2019-06-18,0.72,1,10
9496213,Queen Bed in williamsburg Brooklyn,6515431,Solange,Brooklyn,Williamsburg,40.70564,-73.93646,Private room,46,1,2,2015-11-23,0.05,1,0
36312999,Perfect Place to stay in Manhattan,86813128,Tiffany,Manhattan,East Harlem,40.81488,-73.93458000000001,Private room,65,4,0,,,1,10
15817291,Cozy Quiet Room in the Big Apple on Broadway!!!,102383709,Mark & Will,Manhattan,Harlem,40.82914,-73.94736,Private room,69,4,153,2019-07-01,4.74,2,125
30745771,Quiet Cozy Apartment by the Beach,230046770,Fitzene,Brooklyn,Coney Island,40.57115,-73.99408000000001,Entire home/apt,190,1,1,2018-12-25,0.15,1,2
9611586,Modern Minimal Central Chelsea Loft,8797100,Adam,Manhattan,Chelsea,40.74361,-73.99503,Entire home/apt,235,4,107,2019-06-23,2.98,1,27
22735103,Sunnyside Bedroom,33695224,Mehmet,Queens,Sunnyside,40.74439,-73.91372,Private room,60,1,3,2018-05-28,0.17,1,0
7982304,Brooklyn townhouse-2 floors..,27712561,Richard,Brooklyn,Gowanus,40.6834,-73.98549,Entire home/apt,150,3,0,,,1,0
16488787,Newly Renovated Two Bedroom one bathroom,108272855,Lily,Brooklyn,Sunset Park,40.64212,-74.00259,Entire home/apt,90,2,108,2019-06-20,3.52,1,144
35762030,Francesco’s Manhattan Private Room w/private bath,50278442,Francesco,Manhattan,Morningside Heights,40.80528,-73.96547,Private room,70,30,0,,,3,328
2577467,1 BR with private bath new building,2920976,Shay,Manhattan,Harlem,40.8127,-73.94367,Private room,150,3,23,2017-07-01,0.36,1,0
23696695,Large and bright private space in shared house!,10440477,Anne-Katrin,Brooklyn,Bedford-Stuyvesant,40.68486,-73.93822,Private room,70,1,2,2019-06-09,0.15,2,0
9820968,Large Stylish & Modern 1 BR Apt.,16352538,Alexis,Manhattan,Hell's Kitchen,40.76379,-73.99378,Entire home/apt,200,2,1,2016-01-02,0.02,1,0
22978028,Spacious garden-level 1BR in Bed Stuy brownstone,10268766,Shirley,Brooklyn,Bedford-Stuyvesant,40.68156,-73.93722,Entire home/apt,140,4,19,2019-06-20,1.32,1,76
25638322,Nice area accessible to all public transportation!,106018910,Maria,Queens,Elmhurst,40.73641,-73.87863,Private room,85,1,2,2018-07-15,0.16,1,0
33850135,Private & Quiet Oasis in the Center of NYC,253637076,Sergey,Manhattan,Chelsea,40.74034,-74.00084,Entire home/apt,162,2,6,2019-06-23,2.2,1,66
346805,Spacious Lower East Side Apt in NYC,562614,Beth,Manhattan,Lower East Side,40.71868,-73.99016999999999,Entire home/apt,140,1,53,2014-10-28,0.6,1,0
27279645,Private 4B Room in 4BR/2BA APT in Hell's Kitchen,137274917,David,Manhattan,Hell's Kitchen,40.76037,-73.9917,Private room,110,1,63,2019-06-23,5.71,12,267
7547439,"Quaint, Quiet East Village 1 BR",39549996,T.,Manhattan,East Village,40.72962,-73.98931999999999,Private room,78,16,9,2019-04-18,0.19,1,23
30447329,Bedroom in Crown Heights,68039772,Celeste,Brooklyn,Crown Heights,40.67249,-73.95564,Private room,55,4,1,2018-12-02,0.14,1,15
23354284,It's Always Sunny in Williamsburg (2)!,3074904,Lauren & Chelsea,Brooklyn,Williamsburg,40.71474,-73.95476,Private room,88,1,58,2019-06-23,3.55,4,50
13062471,The Silver Room,33346283,Jonathan,Manhattan,Harlem,40.83141,-73.94722,Private room,55,5,31,2019-06-26,0.88,3,326
17835503,Manhattan/ Center of Manhattan,46506241,Marcy,Manhattan,Harlem,40.81213,-73.9395,Entire home/apt,70,4,9,2018-07-02,0.44,1,0
2824329,Spacious Studio Loft in Brooklyn,7503643,Vida,Brooklyn,Greenpoint,40.7254,-73.94136,Entire home/apt,129,30,3,2015-11-06,0.05,52,336
22343079,Sunny and Private Room close to Manhattan!!!,107953084,Ervita,Brooklyn,Prospect-Lefferts Gardens,40.66316,-73.95326,Private room,75,2,61,2019-07-02,3.26,3,265
12537221,Great Location,67884746,Linda,Brooklyn,Prospect Heights,40.67947,-73.96466,Private room,105,2,172,2019-06-24,4.5,1,83
21964400,Spacious Private Room in the Heart of Williamsburg,14278133,Sharif,Brooklyn,Williamsburg,40.71733,-73.95028,Private room,71,2,30,2018-12-03,1.6,3,0
6014926,Charming Stylish E. Village Studio,820011,Ike,Manhattan,East Village,40.72646,-73.98685,Entire home/apt,140,7,59,2019-06-23,1.17,1,268
34364716,La Kings Highway unwinding,2123674,Rabi & Soukaina,Brooklyn,Sheepshead Bay,40.609390000000005,-73.95475,Private room,70,3,0,,,1,83
26121892,"NO FEE, Brand New Luxury Studio in Manhattan",195656040,Donyanaz,Manhattan,Midtown,40.74914,-73.98779,Entire home/apt,350,7,0,,,1,0
1134365,Private Garden Apt. with outdoor space in Red Hook,6012816,Jeffrey,Brooklyn,Red Hook,40.67659,-74.01550999999999,Entire home/apt,200,1,7,2019-04-21,0.52,1,0
19069915,Extraordinary Apt Best Midtown Location,61391963,Corporate Housing,Manhattan,Midtown,40.75609,-73.96941,Entire home/apt,125,30,2,2019-06-01,0.15,91,140
13914201,❤️Gorgeous Townhouse Apt - 2 blocks from subway,324628,Lisa,Manhattan,Harlem,40.80403,-73.95125,Entire home/apt,160,30,122,2019-05-26,3.52,1,179
16275733,Private Room in Quiet UES Apartment,20362478,Gabrielle,Manhattan,Upper East Side,40.76835,-73.95837,Private room,100,1,19,2017-05-17,0.62,1,0
14028380,Spacious 2 Floor 1 Bed Apartment!,7932698,Matthew,Brooklyn,Crown Heights,40.67244,-73.94426,Entire home/apt,106,1,30,2017-04-11,0.85,1,0
20738759,Sun-Filled Cobble Hill Loft,2687071,Lily,Brooklyn,Brooklyn Heights,40.6904,-73.99376,Entire home/apt,135,3,21,2019-05-05,0.95,1,15
3885177,"Clean/nice Suite 5m T LIRR,B,Q65,13",4680747,Del,Queens,Flushing,40.75664,-73.79975,Private room,95,2,2,2019-05-19,0.06,1,267
35578522,"Huge, private bedroom next to train and PARK!",1394543,Jennifer,Brooklyn,Flatbush,40.6524,-73.96314,Private room,59,1,1,2019-07-02,1.0,2,24
1507845,"Rare large modern garden studio, comfy; location!",109505,Jason,Manhattan,Upper East Side,40.77006,-73.95441,Entire home/apt,159,2,114,2019-06-23,1.62,1,46
12342297,Private bedroom in high-ceiling 4BR apartment!,19953913,Alejandro,Manhattan,Hell's Kitchen,40.76116,-73.99016,Private room,120,2,17,2017-04-28,0.43,1,0
35191909,HUGE Manhattan Apt. right next to Central Park,241258373,Margaret,Manhattan,Harlem,40.80346,-73.95702,Entire home/apt,198,2,2,2019-06-02,1.58,2,154
854033,1 BR in large full floor apartment,4092307,Eddie,Manhattan,Civic Center,40.7123,-73.99946,Private room,100,4,8,2019-04-21,0.11,2,7
2359340,ART COLLECTORS APARTMENT - TIMES SQUARE-10TH AV.,3793026,Andreas,Manhattan,Hell's Kitchen,40.76349,-73.98985,Entire home/apt,250,5,176,2018-10-08,2.72,1,0
34516874,( BLUE ROOM ) Private in Beautiful Town House,50052968,Mike,Brooklyn,Bedford-Stuyvesant,40.68473,-73.93975999999999,Private room,100,2,4,2019-06-27,2.67,3,63
25110301,"Sunny home in Sunnyside, NY",41783072,Daniela & Steven,Queens,Sunnyside,40.7446,-73.92342,Private room,85,1,0,,,1,0
32364848,A Place for Pet Lovers,24879404,Jackson,Brooklyn,Flatbush,40.64612,-73.9608,Private room,40,1,7,2019-05-31,1.86,1,61
30040977,Cozy two room studio upper east side NYC,48860816,Christina,Manhattan,Upper East Side,40.77487,-73.95654,Entire home/apt,123,1,0,,,1,0
19919747,Awesome Times Square 1 BR Loft in City Centre,142053,Jowelle,Manhattan,Hell's Kitchen,40.76054,-73.99065999999999,Entire home/apt,199,2,59,2019-06-24,2.52,5,266
36175721,Historic Beach Bungalow-Steps to train- By Beach,271844440,Timothy,Queens,Rockaway Beach,40.58967,-73.81351,Entire home/apt,129,1,0,,,3,172
36000224,Brand New Hamilton Heights Apartment,38576999,Maureen,Manhattan,Harlem,40.82806,-73.94537,Private room,50,20,0,,,1,42
35152749,My Premium 1 bedroom Home in the Upper East Side,264744190,Josie,Manhattan,Upper East Side,40.77585,-73.95881,Entire home/apt,179,3,4,2019-06-30,4.0,1,138
6452940,Spacious Studio in Midtown,19475826,Mark,Manhattan,Murray Hill,40.7487,-73.97358,Entire home/apt,125,2,21,2016-12-30,0.44,1,0
18523629,"Spacious, sunny, stylish FAMILY 3-bed, 2-bath apt!",3413858,Mia,Brooklyn,Flatbush,40.64217,-73.9593,Entire home/apt,125,20,0,,,1,4
33113865,Small room for only you :),140630987,Jiali,Queens,Flushing,40.76897,-73.82728,Private room,39,1,27,2019-07-05,8.62,6,133
6659165,Room available in BUSHWICK!,12720552,Julie,Brooklyn,Bushwick,40.70168,-73.92845,Private room,70,1,20,2019-05-27,0.42,5,332
22928803,Private room in artists duplex,169795562,Ariel,Brooklyn,Bushwick,40.69088,-73.90535,Private room,50,6,0,,,1,0
22600713,"Sunny Studio, Lower East Side",1873234,Mikkel,Manhattan,Lower East Side,40.71774,-73.99056999999999,Entire home/apt,140,3,33,2019-05-30,1.91,1,11
4129992,Country in the City,20169986,Victoria,Brooklyn,Flatbush,40.63146,-73.96486,Entire home/apt,85,3,12,2018-09-21,0.21,1,97
27409329,Most beautiful bedroom in Harlem,203982404,Maxime C/Armande C,Manhattan,East Harlem,40.80874,-73.94038,Private room,90,2,38,2019-06-25,3.4,6,178
13094690,"Sunny, Bushwick Apartment",8106327,Dallas,Brooklyn,Bushwick,40.69819,-73.9334,Private room,40,2,1,2017-08-19,0.04,1,0
1952271,Super Clean 1 bedroom Upper West Side,4259154,Christine,Manhattan,Upper West Side,40.80009,-73.97009,Entire home/apt,130,1,87,2019-07-07,1.42,1,5
21815771,Cozy Affordable room in Brooklyn,158920456,Diego,Brooklyn,Bedford-Stuyvesant,40.6786,-73.9255,Private room,40,1,13,2019-06-30,0.65,1,184
35972860,Brooklyn family apartment,16056444,Charlotte,Brooklyn,Greenpoint,40.72229,-73.94846,Entire home/apt,128,30,0,,,1,312
22771871,My Casa es su Casa!,168211014,Rosa,Bronx,Mott Haven,40.80906,-73.92031,Entire home/apt,150,1,9,2019-06-30,0.72,1,168
32663403,Sharp 1BR in Midtown East by Sonder,219517861,Sonder (NYC),Manhattan,Murray Hill,40.74436,-73.97223000000001,Entire home/apt,192,29,0,,,327,329
16449771,"Simple, Cozy Private Room Near Beach & Subway",36234811,Anna,Queens,Arverne,40.5921,-73.79285,Private room,55,1,28,2019-05-05,0.91,4,159
18946105,Peaceful Garden Oasis in Heart of Park Slope,127681510,Maya,Brooklyn,Park Slope,40.66682,-73.9768,Entire home/apt,200,2,80,2019-07-06,3.43,1,70
35062818,UES loft near hospitals,16259898,Moni,Manhattan,Upper East Side,40.763290000000005,-73.96235,Entire home/apt,250,7,0,,,1,11
32426419,Upper west/huge confortable Central Park ColumbiaU,206758177,Miguel,Manhattan,Upper West Side,40.80047,-73.96064,Entire home/apt,200,1,22,2019-05-13,4.89,3,0
29461695,Large Private Room in Beautiful Brooklyn Apartment,97425,Lauren,Brooklyn,Bushwick,40.70137,-73.92442,Private room,70,2,10,2019-06-12,2.36,1,14
22686751,**Summer in SugarHill Manhattan is VERY Sweet**,167208041,Abel,Manhattan,Harlem,40.82476,-73.94332,Entire home/apt,173,2,78,2019-07-06,4.43,1,0
33363704,Private Room in Prime Location - Newly Renovated,244171850,Jocelyn,Queens,Ridgewood,40.70103,-73.90613,Private room,47,30,0,,,10,365
35732634,Rose's Brooklyn Oasis 2 - Close to Subway!,268757078,Vinette,Brooklyn,East Flatbush,40.64457,-73.94915,Private room,35,1,3,2019-07-07,3.0,2,171
36270538,big nice warm place in Stuytown,70343342,Veco,Manhattan,Stuyvesant Town,40.73258,-73.98039,Private room,99,5,0,,,1,12
5284341,Quiet Cottage with Private Yard,15264295,Toby,Queens,Maspeth,40.73973,-73.90731,Private room,60,1,0,,,1,0
20679146,Private room in Williamsburg with patio,10077970,Alyssa,Brooklyn,Williamsburg,40.71462,-73.96263,Private room,57,1,3,2017-09-16,0.13,1,0
6985434,*SKYTRAIN* Studio Loft Apartment - Great Space!,25237492,Juliana,Manhattan,Upper West Side,40.78201,-73.98379,Entire home/apt,120,30,9,2019-04-30,0.24,34,339
6970372,*RAZZMATAZZ* Upper East Side 2 Bedroom,25237492,Juliana,Manhattan,Upper East Side,40.76112,-73.9619,Entire home/apt,150,30,12,2018-11-14,0.27,34,298
27543086,Huge Studio in Brooklyn Luxury Building,5108882,Elena,Brooklyn,Fort Greene,40.68905,-73.97991,Entire home/apt,170,2,18,2019-06-16,1.64,1,0
2659477,Stunning 1BR apt  UES/Harlem,2294061,Kurtis,Manhattan,East Harlem,40.7913,-73.94265,Entire home/apt,140,3,2,2015-12-13,0.04,1,0
1427084,Private Room Private Restroom tons Natural Light,5531489,Aurelio,Brooklyn,Bedford-Stuyvesant,40.68584,-73.9263,Private room,75,5,13,2019-05-22,0.56,1,3
16309579,Private room in prime Cobble Hill neighborhood,9018292,Rémi,Brooklyn,Boerum Hill,40.68894,-73.99037,Private room,60,7,0,,,1,0
28458448,The Come On Inn,3740621,Jonathan,Manhattan,Harlem,40.81465,-73.94265,Private room,150,1,40,2019-06-03,4.26,2,66
29135797,Stylish bright and newly renovated,219558480,Lena,Manhattan,East Village,40.72876,-73.98655,Entire home/apt,187,7,4,2019-01-03,0.47,1,56
5660972,Recently Renovated Boerum Hill Apt,4653182,Kayla,Brooklyn,Boerum Hill,40.68282,-73.98111999999999,Entire home/apt,170,1,0,,,1,0
668691,Comfy room in beautiful apartment,3363720,Kate,Brooklyn,Bushwick,40.68888,-73.91911,Private room,45,5,69,2019-05-25,0.89,3,223
34816747,Steps away from Columbia University/ Morningside P,206758177,Miguel,Manhattan,Harlem,40.80526,-73.95522,Entire home/apt,195,1,11,2019-06-25,7.5,3,33
14028586,Perfect Luxury Studio in DUMBO,83977725,Mi,Brooklyn,Vinegar Hill,40.70125,-73.98581999999999,Entire home/apt,175,2,114,2019-06-22,3.36,1,154
22225555,Sunny Williamsburg Style in Prime Location ❤️,9416996,Keren & Mikey,Brooklyn,Williamsburg,40.71672,-73.95819,Entire home/apt,220,2,95,2019-07-06,5.02,1,67
4121110,Upper West Side studio with private terrace,1923075,Andrew,Manhattan,Upper West Side,40.79145,-73.97709,Entire home/apt,170,5,1,2014-10-19,0.02,1,0
8401484,Private Rm in Cozy Williamsburg Apt,1278978,Nelly,Brooklyn,Williamsburg,40.71602,-73.94645,Private room,70,3,1,2017-10-10,0.05,1,0
6761717,Brooklyn Heights Brownstone Duplex,1549503,Alison,Brooklyn,Brooklyn Heights,40.690090000000005,-73.99355,Entire home/apt,195,3,1,2015-06-28,0.02,1,0
32961822,Sunny Upper East Side one bedroom apartment,248064547,Sara,Manhattan,Upper East Side,40.7776,-73.94634,Entire home/apt,165,1,12,2019-06-25,3.03,1,75
4977756,1bd in fantastic BK location,25659180,Justin,Brooklyn,Crown Heights,40.6729,-73.96003,Entire home/apt,100,2,4,2016-04-29,0.08,1,0
47362,"LARGE, COMFY 1BDR W/CHARACTER!!!",214148,Robert,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,Entire home/apt,175,26,30,2012-09-03,0.29,1,364
31419390,Private Room in Williamsburg . 2min walk to L,235344330,Yoko,Brooklyn,Williamsburg,40.71598,-73.9451,Private room,75,2,23,2019-07-04,4.86,1,113
16423090,Shared Flatbush House in Brooklyn.,27977412,Daria,Brooklyn,East Flatbush,40.63899,-73.94886,Shared room,30,30,4,2018-04-03,0.15,4,365
3908257,Big Room by Metro/Subway-15mns to Manhattan,20243795,Tony,Brooklyn,Bedford-Stuyvesant,40.68137,-73.9565,Private room,75,2,99,2019-06-11,1.67,3,365
13503251,Cozy room near la Guardia airport.,9055702,Sarah,Queens,Woodside,40.74428,-73.90898,Private room,65,1,18,2018-05-12,1.11,1,278
4649627,"Spacious 1 BR, En Suite in Brownstone!",9492212,Emily And Joel,Brooklyn,Park Slope,40.6702,-73.97885,Private room,135,2,88,2018-12-31,1.6,4,0
36273985,Luxury new private studio one stop to Manhattan,272815283,Chen,Queens,Long Island City,40.74893,-73.93755,Entire home/apt,180,1,0,,,1,60
26598239,"Cozy, Clean Private Room in Clinton Hill BK",168815258,Maggie,Brooklyn,Clinton Hill,40.69322,-73.96655,Private room,55,3,2,2018-07-22,0.16,1,0
6292828,Beautiful room in Williamsburg!,28980092,Meghan,Brooklyn,Williamsburg,40.71075,-73.95168000000001,Private room,110,1,0,,,1,0
33709503,Sonder | Stock Exchange | Relaxed 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70602,-74.0123,Entire home/apt,244,2,2,2019-06-04,0.98,327,315
31357323,Great find 2 bedrooms 20minutes from Times Square,25134822,Irena,Queens,Astoria,40.7702,-73.9261,Entire home/apt,130,1,9,2019-06-24,4.22,2,162
15377806,Modern Room Uptown,8903368,Judith,Manhattan,Harlem,40.81668,-73.94407,Private room,100,1,3,2017-05-21,0.09,1,0
16367983,Charming and Convenient East Village Apartment,17098527,Mei Ni,Manhattan,East Village,40.72638,-73.97752,Private room,200,4,2,2018-01-01,0.07,1,39
22045554,Bright Private room with Ensuite Bathroom,10477204,Karen,Brooklyn,Clinton Hill,40.68827,-73.96583000000001,Private room,70,20,0,,,1,0
23729632,"Sunny, clean & cozy room in Williamsburg",142248429,Mafer,Brooklyn,Williamsburg,40.71166,-73.95955,Private room,75,6,25,2019-07-03,1.79,1,84
28441716,"XL Studio: great view, minutes from Times Square",2757243,Matthew,Manhattan,Hell's Kitchen,40.7557,-73.99337,Entire home/apt,230,2,6,2019-05-26,0.64,1,4
7698593,Bedstuy Brownstone Duplex w/ HUGE Backyard,5974094,Cody,Brooklyn,Bedford-Stuyvesant,40.69351,-73.94011,Entire home/apt,200,2,3,2019-05-27,0.09,1,188
19968961,Bedroom and own bathroom in Chelsea apartment,6393112,Katie,Manhattan,Chelsea,40.74286,-74.001,Private room,110,2,0,,,1,0
23485307,Hotel-like Studio- loft Wall Street,170477315,Tanya,Manhattan,Financial District,40.70234,-74.01047,Entire home/apt,130,2,77,2019-06-30,4.7,1,85
1421933,Room in Chelsea New York,7654246,Tamara,Manhattan,Chelsea,40.74036,-74.00138000000001,Private room,90,3,5,2016-07-25,0.11,1,0
30392780,"Stately Midtown Studio w/ Doorman, Gym, near MSG by Blueground",107434423,Blueground,Manhattan,Midtown,40.75149,-73.9908,Entire home/apt,206,30,0,,,232,203
20763877,Charming 1BR in Lively Bed-Stuy neighborhood,35645777,Yomi,Brooklyn,Bedford-Stuyvesant,40.68251,-73.94102,Entire home/apt,175,2,18,2019-01-01,0.81,1,0
850435,Sunny Loft in Brooklyn next to Bedford L,4441020,Tara,Brooklyn,Williamsburg,40.71731,-73.95626999999999,Entire home/apt,55,30,0,,,1,159
22324705,Spacious 1 Bedroom in the Heart of Union Square!,163210909,Mona,Manhattan,Gramercy,40.73509,-73.98637,Entire home/apt,249,3,8,2019-05-19,0.48,1,175
2310542,Hamilton Heights/Harlem Private Bedroom with Roof,7317241,Tim,Manhattan,Harlem,40.82016,-73.94559,Private room,199,3,1,2019-05-16,0.56,1,0
28054489,Creative open floor studio,42623736,Ashley,Brooklyn,Bedford-Stuyvesant,40.68476,-73.9548,Entire home/apt,130,3,2,2019-01-14,0.28,1,0
8503280,1 Bedroom near Williamsburg,25913948,Natalie,Brooklyn,Bushwick,40.70145,-73.93798000000001,Private room,45,3,1,2015-10-29,0.02,1,0
22224945,IL TUO APPARTAMENTO PERSONALE IN NEW YORK CITY!!,62068432,Rita,Manhattan,Harlem,40.81462,-73.95047,Entire home/apt,80,6,2,2019-03-31,0.1,1,31
18999839,Spacious private room with private bathroom,76359133,FuKang,Queens,Fresh Meadows,40.73862,-73.79184000000001,Private room,55,1,113,2019-06-30,4.44,3,137
26818747,Cozy Garden Oasis Brooklyn Private 1 Bedroom Apt,9857739,Kelvin,Brooklyn,Sheepshead Bay,40.588840000000005,-73.95136,Entire home/apt,70,2,59,2019-06-23,5.65,1,13
9919728,Nice Queens townhome with parking!,50997424,Mark,Queens,Middle Village,40.71578,-73.87713000000001,Entire home/apt,250,7,5,2019-05-28,0.13,2,363
35166514,One bedroom Apt with Balcony located close to JFK,157331617,Danny,Queens,Howard Beach,40.66299,-73.85491,Entire home/apt,150,3,1,2019-07-01,1.0,1,78
6198343,Calm airy top floor W'burgh 1.5 bed,1245722,Jen,Brooklyn,Williamsburg,40.71776,-73.94538,Entire home/apt,200,3,30,2019-07-01,0.65,1,364
21826403,Elmhurst Braodway Apartment,120047243,馨惠,Queens,Elmhurst,40.73688,-73.87644,Private room,55,15,0,,,1,0
19504042,My Sweet Room,42283996,Vicky,Queens,Rego Park,40.73031,-73.86896,Entire home/apt,65,10,0,,,1,0
7158417,Dov & Naomi's Beautiful Apt.,15878233,Dov,Brooklyn,Kensington,40.64456,-73.97723,Entire home/apt,115,4,3,2018-07-31,0.09,1,0
16368328,Cozy Harlem Jewel,107158006,Liliana,Manhattan,Harlem,40.8228,-73.93956,Private room,60,2,119,2019-06-24,3.82,1,198
36312667,"My Cozy Apartment!
My apartment has the best view!",272870209,Edna,Manhattan,East Village,40.72413,-73.97277,Private room,75,2,0,,,1,365
34444744,Large Private room queen bed near kitchen,147762665,Jose,Bronx,Wakefield,40.88649,-73.85889,Private room,37,1,12,2019-06-24,6.21,3,315
4791389,Penthouse on Park Ave,4923436,Simon,Manhattan,Gramercy,40.73877,-73.98706999999999,Entire home/apt,250,30,2,2015-03-22,0.04,1,0
19969461,"Brooklyn Amazing Deal! Bright, Cozy Apartment",14833285,Anna,Brooklyn,Sheepshead Bay,40.5967,-73.96041,Entire home/apt,100,3,23,2018-11-11,0.99,1,2
23143173,"Evergreen apartment, furnished with natural light",94263025,Derek,Brooklyn,Bushwick,40.68822,-73.9124,Private room,40,1,10,2018-07-04,0.58,2,0
2557654,East Village Charm,13094498,Doug,Manhattan,East Village,40.72939,-73.98319000000001,Private room,75,2,124,2019-07-07,1.92,1,109
34123769,private room in new luxury building,257656654,Viola,Brooklyn,Prospect-Lefferts Gardens,40.656290000000006,-73.95177,Private room,36,120,0,,,1,365
35190355,Brooklyn Style 5 BR Apt in Bedstuy Madison,226410657,Nina,Brooklyn,Bedford-Stuyvesant,40.68753,-73.93072,Entire home/apt,208,30,0,,,27,239
27526504,"Beautiful, cozy, Penthouse Studio in Astoria/LIC",207573589,Cris,Queens,Astoria,40.77032,-73.92621,Entire home/apt,125,1,18,2019-01-01,1.74,1,0
20932773,Well-Located Private Bedroom in Williamsburg,150482893,Devon,Brooklyn,Williamsburg,40.71469,-73.93970999999999,Private room,80,3,2,2017-12-07,0.09,1,0
1186569,beautiful spacious room,6471461,Robert,Queens,Ridgewood,40.70823,-73.89925,Private room,55,1,224,2019-07-02,3.87,2,356
21384296,"Spacious 2BR garden apt in BedStuy, 1 block to J",4563377,Rachel,Brooklyn,Bedford-Stuyvesant,40.69216,-73.92933000000001,Entire home/apt,100,5,5,2019-06-20,0.27,1,0
18356695,Spacious 2-Bedroom Apartment Near Central Park,5143286,Ewa,Manhattan,Morningside Heights,40.80897,-73.95651,Entire home/apt,120,14,5,2018-08-23,0.21,1,79
6336480,Available in August only. One room with twin bed.,12459436,Zena,Queens,Flushing,40.736270000000005,-73.81305,Private room,49,15,0,,,2,27
23252588,No place like Brooklyn.  No place like Red Hook,2536555,Julian,Brooklyn,Red Hook,40.67914,-74.0063,Entire home/apt,125,3,1,2018-12-31,0.16,1,0
7973484,Sunny Apt. on the UES in NYC,17770287,Nina,Manhattan,Upper East Side,40.76769,-73.95236,Entire home/apt,115,30,12,2019-02-08,0.27,14,239
1948494,Amazing 550 Sq Ft Studio Apartment.,9950152,Dawn & Vernon,Brooklyn,East Flatbush,40.63803,-73.94894000000001,Entire home/apt,97,3,177,2019-07-07,2.64,1,272
8103766,Charming duplex downtown manhattan,42788707,Filippo,Manhattan,Chinatown,40.71475,-73.99257,Entire home/apt,130,180,15,2016-10-24,0.35,1,365
34941506,Place to be( 3bedroom apartment),263266237,Amoyiem,Bronx,Allerton,40.8688,-73.84725999999999,Private room,120,2,0,,,4,84
33023192,Retro room in Astoria - 15m to Manhattan,248555214,Michelle,Queens,Astoria,40.76516,-73.92758,Private room,85,2,13,2019-06-28,3.79,2,13
14533013,"Cozy, Clean ""Like Home"" Full 1 Bdrm",89873550,TiffanyJoy,Brooklyn,Bedford-Stuyvesant,40.68438,-73.95188,Entire home/apt,125,3,38,2018-12-18,1.1,2,197
19083269,"Cheap, Private Room in Bushwick! Close to Trains!",4464205,Braden,Brooklyn,Bushwick,40.69446,-73.92486,Private room,37,2,6,2017-12-16,0.25,2,0
8518051,Cozy Living Environment,44850669,Taft,Bronx,Clason Point,40.81773,-73.86164000000001,Entire home/apt,100,2,58,2019-07-03,1.26,1,324
1335036,Charming 2 Bedroom Little Italy Apt,4581902,Magi,Manhattan,Little Italy,40.71833,-73.99826,Entire home/apt,250,3,155,2019-06-22,2.18,1,159
